Date,Actual,Prophet,LSTM
2022-04-29,154.93309020996094,156.52591224066936,26399.445
2022-05-02,155.2377166748047,156.05884716950672,26254.8
2022-05-03,156.7315673828125,155.75212595001625,26116.295
2022-05-04,163.15882873535156,155.54836552547246,25999.797
2022-05-05,154.06822204589844,155.20009664341947,25952.42
2022-05-06,154.7965545654297,154.85762810239598,25888.18
2022-05-09,149.6589813232422,154.28932558758908,25821.373
2022-05-10,152.07029724121094,153.96455372363607,25716.799
2022-05-11,144.18675231933594,153.75158227508987,25608.568
2022-05-12,140.30899047851562,153.4033793389624,25443.264
2022-05-13,144.7871551513672,153.07056257966153,25216.82
2022-05-16,143.241943359375,152.58964081989066,24991.354
2022-05-17,146.88351440429688,152.31299629853942,24765.467
2022-05-18,138.59645080566406,152.1570172403539,24578.123
2022-05-19,135.18125915527344,151.8740576219029,24365.158
2022-05-20,135.41746520996094,151.61397671389187,24119.268
2022-05-23,140.8502960205078,151.38676519185617,23863.297
2022-05-24,138.14370727539062,151.20288017043046,23653.03
2022-05-25,138.30120849609375,151.1417630935621,23464.986
2022-05-26,141.50970458984375,150.95452280117524,23303.488
2022-05-27,147.2771759033203,150.78977742538376,23192.764
2022-05-31,146.4898223876953,150.73301208984788,23166.836
2022-06-01,146.3618621826172,150.75091327446623,23196.652
2022-06-02,148.8224334716797,150.63640744570853,23263.842
2022-06-03,143.08445739746094,150.5375961331275,23372.455
2022-06-06,143.8324737548828,150.73681968557543,23461.338
2022-06-07,146.3618621826172,150.67251568535917,23537.123
2022-06-08,145.6237335205078,150.7187144980901,23618.137
2022-06-09,140.38771057128906,150.62640440795505,23692.924
2022-06-10,134.9647216796875,150.54440001053942,23720.107
2022-06-13,129.7976531982422,150.77070533921875,23671.238
2022-06-14,130.66371154785156,150.71109496524483,23531.47
2022-06-15,133.29156494140625,150.7616691377967,23340.336
2022-06-16,128.00634765625,150.67453675338317,23141.627
2022-06-17,129.482666015625,150.5995967192805,22907.594
2022-06-21,133.72462463378906,150.83213429594684,22671.725
2022-06-22,133.2128448486328,150.91211943229496,22478.152
2022-06-23,136.08673095703125,150.86042094065198,22320.637
2022-06-24,139.42320251464844,150.82702177573222,22218.709
2022-06-27,139.42320251464844,151.25445654266892,22186.682
2022-06-28,135.26983642578125,151.28114470775196,22206.172
2022-06-29,137.03155517578125,151.427180747224,22229.969
2022-06-30,134.56117248535156,151.44386210324393,22268.5
2022-07-01,136.73631286621094,151.47993240780747,22296.133
2022-07-05,139.3247528076172,152.19473955827934,22330.639
2022-07-06,140.66329956054688,152.39428466386448,22387.424
2022-07-07,144.03915405273438,152.45693805639695,22467.316
2022-07-08,144.71823120117188,152.53015111799417,22585.371
2022-07-11,142.58248901367188,153.20647629046925,22730.021
2022-07-12,143.55686950683594,153.28503647137808,22870.488
2022-07-13,143.19271850585938,153.46426068138146,23008.41
2022-07-14,146.1256866455078,153.49403410072256,23134.701
2022-07-15,147.79881286621094,153.52207106547334,23268.598
2022-07-18,144.7477569580078,153.99589272869883,23413.865
2022-07-19,148.61569213867188,153.9882220222248,23537.209
2022-07-20,150.6234893798828,154.07424930484407,23668.424
2022-07-21,152.89707946777344,154.00560390023543,23813.754
2022-07-22,151.65692138671875,153.93189939107435,23979.357
2022-07-25,150.53494262695312,154.1009916180054,24142.074
2022-07-26,149.2062530517578,153.99887196666796,24286.523
2022-07-27,154.3142852783203,153.99739855617682,24400.854
2022-07-28,154.8654327392578,153.85006811089545,24526.65
2022-07-29,159.94395446777344,153.70818447405307,24658.264
2022-08-01,158.9597930908203,153.74909630760413,24826.123
2022-08-02,157.48345947265625,153.6326841809699,25004.037
2022-08-03,163.50682067871094,153.6317923757452,25169.662
2022-08-04,163.19187927246094,153.49976803836114,25363.684
2022-08-05,162.96517944335938,153.38738876293488,25565.363
